gt_type,scram_cond,stim_num,run,lag,kappa
periodic,2B,1,1,0,-0.0455927051671734
periodic,2B,1,1,0,-0.0455927051671734
periodic,2B,1,1,0,-0.08688783570300163
periodic,2B,1,1,1,0.006153846153846176
periodic,2B,1,1,1,0.2272727272727273
periodic,2B,1,1,1,-0.05517241379310356
periodic,2B,1,1,1,-0.03478260869565197
periodic,2B,1,1,1,0.16603773584905668
periodic,2B,1,1,1,0.12571428571428578
periodic,2B,1,1,1,-0.0736842105263158
periodic,2B,1,1,1,-0.0851063829787233
periodic,2B,1,1,1,0.15000000000000002
periodic,2B,1,1,1,-0.04615384615384621
periodic,2B,1,1,1,-0.09285714285714297
periodic,2B,1,1,1,0.0
periodic,2B,1,1,1,0.0
periodic,2B,1,1,1,-0.020000000000000018
periodic,2B,1,1,1,-0.10270270270270276
periodic,2B,1,1,1,0.05957446808510647
periodic,2B,1,1,1,-0.04615384615384621
periodic,2B,1,1,1,0.15000000000000002
periodic,2B,1,1,1,-0.08799999999999986
periodic,2B,1,1,1,-0.07804878048780495
periodic,2B,1,1,1,-0.08181818181818179
periodic,2B,1,1,1,-0.0736842105263158
periodic,2B,1,1,1,0.0
periodic,2B,1,1,1,-0.08799999999999986
periodic,2B,1,1,1,0.08780487804878045
periodic,2B,1,1,1,-0.03478260869565197
periodic,2B,1,1,1,0.0
periodic,2B,1,1,1,0.08780487804878045
periodic,2B,1,1,1,0.18400000000000005
periodic,2B,1,1,1,-0.0625
periodic,2B,1,1,1,0.17931034482758623
periodic,2B,1,1,1,-0.04615384615384621
periodic,2B,1,1,1,-0.03478260869565197
periodic,2B,1,1,1,0.02857142857142847
periodic,2B,1,1,1,-0.05517241379310356
periodic,2B,1,1,1,-0.07804878048780495
periodic,2B,1,1,1,-0.0736842105263158
periodic,2B,1,1,1,0.02857142857142847
periodic,2B,1,1,1,0.27142857142857135
periodic,2B,1,1,1,-0.020000000000000018
periodic,2B,1,1,1,-0.03478260869565197
periodic,2B,1,1,1,-0.04615384615384621
periodic,2B,1,1,1,0.04800000000000004
periodic,2B,1,1,2,-0.09975062344139651
periodic,2B,1,1,2,-0.0828729281767957
periodic,2B,1,1,2,-0.05586592178770955
periodic,2B,1,1,2,-0.035211267605633756
periodic,2B,1,1,2,0.03669724770642213
periodic,2B,1,1,2,-0.06944444444444442
periodic,2B,1,1,2,0.10447761194029848
periodic,2B,1,1,2,0.20344827586206904
periodic,2B,1,1,2,-0.06329113924050622
periodic,2B,1,1,2,-0.04672897196261694
periodic,2B,1,1,2,-0.09406657018813314
periodic,2B,1,1,2,0.0
periodic,2B,1,1,2,0.0
periodic,2B,1,1,2,-0.020242914979756943
periodic,2B,1,1,2,-0.10405257393209189
periodic,2B,1,1,2,0.05862068965517242
periodic,2B,1,1,2,-0.04672897196261694
periodic,2B,1,1,2,0.14936708860759496
periodic,2B,1,1,2,-0.08914100486223675
periodic,2B,1,1,2,0.08695652173913038
periodic,2B,1,1,2,0.07182320441988943
periodic,2B,1,1,2,0.10447761194029848
periodic,2B,1,1,2,0.0
periodic,2B,1,1,2,0.04700162074554293
periodic,2B,1,1,2,-0.07905138339920947
periodic,2B,1,1,2,-0.035211267605633756
periodic,2B,1,1,2,0.0
periodic,2B,1,1,2,0.08695652173913038
periodic,2B,1,1,2,-0.08914100486223675
periodic,2B,1,1,2,-0.06329113924050622
periodic,2B,1,1,2,-0.05586592178770955
periodic,2B,1,1,2,-0.04672897196261694
periodic,2B,1,1,2,-0.035211267605633756
periodic,2B,1,1,2,-0.09406657018813314
periodic,2B,1,1,2,-0.05586592178770955
periodic,2B,1,1,2,0.08695652173913038
periodic,2B,1,1,2,0.10447761194029848
periodic,2B,1,1,2,-0.09406657018813314
periodic,2B,1,1,2,-0.09406657018813314
periodic,2B,1,1,2,-0.020242914979756943
periodic,2B,1,1,2,-0.035211267605633756
periodic,2B,1,1,2,-0.04672897196261694
periodic,2B,1,1,2,0.04700162074554293
periodic,2B,1,1,3,-0.10107391029690449
periodic,2B,1,1,3,-0.08395522388059695
periodic,2B,1,1,3,-0.056577086280056754
periodic,2B,1,1,3,-0.035650623885918
periodic,2B,1,1,3,-0.09295120061967466
periodic,2B,1,1,3,-0.07033997655334123
periodic,2B,1,1,3,-0.07559395248380119
periodic,2B,1,1,3,-0.0873362445414847
periodic,2B,1,1,3,-0.056577086280056754
periodic,2B,1,1,3,-0.04731861198738163
periodic,2B,1,1,3,0.02639296187683271
periodic,2B,1,1,3,0.0
periodic,2B,1,1,3,0.0
periodic,2B,1,1,3,-0.020491803278688492
periodic,2B,1,1,3,-0.013318534961154205
periodic,2B,1,1,3,-0.0873362445414847
periodic,2B,1,1,3,0.21451104100946383
periodic,2B,1,1,3,-0.0641025641025641
periodic,2B,1,1,3,0.04597701149425293
periodic,2B,1,1,3,-0.08008008008008005
periodic,2B,1,1,3,-0.08395522388059695
periodic,2B,1,1,3,-0.07559395248380119
periodic,2B,1,1,3,0.0
periodic,2B,1,1,3,0.04597701149425293
periodic,2B,1,1,3,-0.08008008008008005
periodic,2B,1,1,3,-0.035650623885918
periodic,2B,1,1,3,0.0
periodic,2B,1,1,3,-0.08008008008008005
periodic,2B,1,1,3,-0.090311986863711
periodic,2B,1,1,3,0.14871794871794863
periodic,2B,1,1,3,-0.056577086280056754
periodic,2B,1,1,3,-0.04731861198738163
periodic,2B,1,1,3,-0.035650623885918
periodic,2B,1,1,3,0.02639296187683271
periodic,2B,1,1,3,-0.056577086280056754
periodic,2B,1,1,3,0.08608608608608614
periodic,2B,1,1,3,-0.07559395248380119
periodic,2B,1,1,3,-0.09530791788856319
periodic,2B,1,1,3,-0.09530791788856319
periodic,2B,1,1,3,-0.020491803278688492
periodic,2B,1,1,3,-0.035650623885918
periodic,2B,1,1,3,-0.04731861198738163
periodic,2B,1,1,3,-0.090311986863711
periodic,2B,1,1,4,0.11946308724832222
periodic,2B,1,1,4,0.06994328922495274
periodic,2B,1,1,4,-0.057306590257879764
periodic,2B,1,1,4,-0.036101083032491044
periodic,2B,1,1,4,-0.09419152276295151
periodic,2B,1,1,4,-0.07125890736342044
periodic,2B,1,1,4,-0.07658643326039383
periodic,2B,1,1,4,-0.08849557522123885
periodic,2B,1,1,4,-0.057306590257879764
periodic,2B,1,1,4,0.21405750798722045
periodic,2B,1,1,4,0.034536891679748716
periodic,2B,1,1,4,0.0
periodic,2B,1,1,4,0.0
periodic,2B,1,1,4,-0.020746887966804906
periodic,2B,1,1,4,0.16985376827896503
periodic,2B,1,1,4,-0.08849557522123885
periodic,2B,1,1,4,0.21405750798722045
periodic,2B,1,1,4,-0.06493506493506485
periodic,2B,1,1,4,-0.09151414309484185
periodic,2B,1,1,4,0.08519269776876259
periodic,2B,1,1,4,-0.08506616257088839
periodic,2B,1,1,4,0.10284463894967177
periodic,2B,1,1,4,0.0
periodic,2B,1,1,4,-0.09151414309484185
periodic,2B,1,1,4,0.08519269776876259
periodic,2B,1,1,4,-0.036101083032491044
periodic,2B,1,1,4,0.0
periodic,2B,1,1,4,-0.08113590263691695
periodic,2B,1,1,4,0.1813643926788686
periodic,2B,1,1,4,-0.06493506493506485
periodic,2B,1,1,4,0.1776504297994269
periodic,2B,1,1,4,-0.047923322683705916
periodic,2B,1,1,4,-0.036101083032491044
periodic,2B,1,1,4,0.025260029717682042
periodic,2B,1,1,4,-0.057306590257879764
periodic,2B,1,1,4,-0.07658643326039383
periodic,2B,1,1,4,-0.07658643326039383
periodic,2B,1,1,4,0.025260029717682042
periodic,2B,1,1,4,-0.09419152276295151
periodic,2B,1,1,4,-0.020746887966804906
periodic,2B,1,1,4,-0.036101083032491044
periodic,2B,1,1,4,-0.047923322683705916
periodic,2B,1,1,4,0.04492512479201338
tracked,2B,1,1,-2,-0.06400000000000006
tracked,2B,1,1,-2,-0.05660377358490565
tracked,2B,1,1,-2,-0.042553191489361764
tracked,2B,1,1,-2,-0.02941176470588247
tracked,2B,1,1,-2,0.08080808080808077
tracked,2B,1,1,-2,0.18333333333333335
tracked,2B,1,1,-2,-0.05263157894736836
tracked,2B,1,1,-2,-0.058139534883721034
tracked,2B,1,1,-2,-0.04672897196261694
tracked,2B,1,1,-2,-0.03703703703703698
tracked,2B,1,1,-2,-0.0616113744075828
tracked,2B,1,1,-2,0.0
tracked,2B,1,1,-2,0.0
tracked,2B,1,1,-2,-0.018181818181818077
tracked,2B,1,1,-2,0.12802768166089973
tracked,2B,1,1,-2,-0.058139534883721034
tracked,2B,1,1,-2,-0.03703703703703698
tracked,2B,1,1,-2,-0.04672897196261694
tracked,2B,1,1,-2,-0.059459459459459296
tracked,2B,1,1,-2,-0.0547945205479452
tracked,2B,1,1,-2,-0.05660377358490565
tracked,2B,1,1,-2,-0.05263157894736836
tracked,2B,1,1,-2,0.0
tracked,2B,1,1,-2,-0.059459459459459296
tracked,2B,1,1,-2,-0.0547945205479452
tracked,2B,1,1,-2,-0.02941176470588247
tracked,2B,1,1,-2,0.0
tracked,2B,1,1,-2,-0.0547945205479452
tracked,2B,1,1,-2,-0.059459459459459296
